Timestamp;Value;Quality;Alarmtype;Suppressed;Auto-Suppressed;Display-Suppressed;Tagname;TagId;Description;Project Status;Gone Text;Raised Text;Priority;Soe;Tagout;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10ADA01CE010§XG01§TRBL_AL;29372648;Trouble  Alarm;1;;FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10ADA01CE016§XG01§TRBL_AL;29372801;Trouble  Alarm;1;;FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10ADA01GS001H§XG01§TRBL_AL;29372871;Trouble  Alarm;1;;FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;195;-1;0;0;0;10ADA01GS001H§§XG01;29373377;ПТ ПРР БЛ $ ST UNIT CB;1;;ЗАКР $ CLOSED;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10ADA01GS001M§XG02§TRBL_AL;29372865;Trouble  Alarm;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;-1;0;0;0;10ADA01GS001M§§XG02;29372752;ПТ ПРР БЛ $ ST UNIT CB;1;;ОТКР $ OPEN;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;-1;0;0;0;10ADA01GS001S§64621§OUT;29373362;Binary Output;2;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10ADA01GS001S§64621§TRBL_AL;29373363;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;-1;0;0;0;10ADA01GS001S§§XG03;29373364;ПТ ПРР БЛ $ ST UNIT CB;1;;ОШ-КА $ FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;1;0;0;0;10ADA01GS001§MOTOR§COM;29372845;COMMISSIONING Mode;2;;COM-MODE;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§MOTOR§FB_ERR;29372607;Feedback Error;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§MOTOR§F_START;29372653;Failed to START;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§MOTOR§F_STOP;29372709;Failed to STOP;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§MOTOR§P_START;29372802;Protection Execution START;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§MOTOR§P_STOP;29372610;Protection Execution STOP;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§MOTOR§P_UVSTOP;29372707;Protection Undervoltage STOP;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;-1;0;0;0;10ADA01GS001§MOTOR§Q_AL;29372692;Quality Alarm;2;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;14;0;0;0;10ADA01GS001§MOTOR§RESET_P;29372807;Operator Response;2;;RESET;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;-1;0;0;0;10ADA01GS001§MOTOR§SD_NRUN;29372733;Status Discrepancy NOT RUNNING;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§MOTOR§SD_NSTOP;29372791;Status Discrepancy NOT STOPPED;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;1;0;0;0;10ADA01GS001§MOTOR§TAGOUT;29372671;TAGOUT Mode;2;;TAGOUT;0;0;1;
2025.10.28 00:00:00.000 GMT+00:00;0;195;-1;0;0;0;10ADA01GS001§MOTOR§TRBL;29372864;Equipment in TROUBLE;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;6;0;0;0;10ADA01GS001§MOTOR§TRBL_AL;29372818;Trouble Alarm;2;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§MOTOR§UV;29372758;Undervoltage Present;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;1;0;0;0;10ADA01GS001§§COM;29373896;ПТ ПРР БЛ $ ST UNIT CB;1;;COM-MODE;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10ADA01GS001§§Q_AL;29373898;ПТ ПРР БЛ $ ST UNIT CB;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;14;0;0;0;10ADA01GS001§§RESET_P;29373918;ПТ ПРР БЛ $ ST UNIT CB;1;;RESET;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;1;0;0;0;10ADA01GS001§§TAGOUT;29373897;ПТ ПРР БЛ $ ST UNIT CB;1;;TAGOUT;0;0;1;
2025.10.28 00:00:00.000 GMT+00:00;0;195;6;0;0;0;10ADA01GS001§§TRBL_AL;29373899;ПТ ПРР БЛ $ ST UNIT CB;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;195;-1;0;0;0;10ADA01GS001§§XB01;29372699;ПТ ПРР БЛ $ ST UNIT CB;1;;ЗАКР $ CLOSED;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;-1;0;0;0;10ADA01GS001§§XB02;29372698;ПТ ПРР БЛ $ ST UNIT CB;1;;ОТКР $ OPEN;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10ADA01GS001§§XB41;29372627;ПТ ПРР БЛ $ ST UNIT CB;1;;ТСТ ПОЗ $ TESTPOSN;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10ADA01GS001§§XB57;29372613;ПТ ПРР БЛ $ ST UNIT CB;1;;МЕСТ $ LOCAL;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10BFG00CE001Q§ZV01§TRBL_AL;29366272;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10BMA00CE001Q§ZV01§TRBL_AL;29366232;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;6;0;0;0;10CBP01AA§002§ALARM;29363256;General alarm indicator, see diagnostic data;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;6;0;0;0;10CBP01AA§002§STATE_R0;29363354;Slave state of rack 0;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;6;0;0;0;10CBP01AA§002§STATE_R1;29363350;Slave state of rack 1;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01AA§004§ALARM;29363312;General alarm indicator, see diagnostic data;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01AA§005§ALARM;29363254;General alarm indicator, see diagnostic data;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;6;0;0;0;10CBP01AA§006§ALARM;29363237;General alarm indicator, see diagnostic data;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01CT001§XM63§TRBL_AL;29372852;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01CT001§§XM63;29372650;СИНХ ЯЧК ВН РУ $ SYNC CUB HV SWGR;1;;TEMP HIGH;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01EU001§XG03§TRBL_AL;29372711;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01EU001§§XG03;29372695;СИНХ ЯЧК ВН РУ $ SYNC CUB HV SWGR;1;;FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;195;-1;0;0;0;10CBP01GN001§200532§OUT;29373037;Binary Output;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GN001§200532§TRBL_AL;29373038;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;6;0;0;0;10CBP01GN001§§XM90;29372806;СОЕД к 10CBP01 $ CONN TO 10CBP01;1;;OLM 1 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;-1;0;0;0;10CBP01GN002§200532§OUT;29372833;Binary Output;2;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;6;0;0;0;10CBP01GN002§200532§TRBL_AL;29372633;Trouble  Alarm;2;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;195;-1;0;0;0;10CBP01GN002§200535§OUT;29372800;Binary Output;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GN002§200535§TRBL_AL;29372706;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;6;0;0;0;10CBP01GN002§§XM90;29372688;СОЕД к 10CBP01 $ CONN TO 10CBP01;1;;OLM 2 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;-1;0;0;0;10CBP01GN003§XM90§OUT;29372669;Binary Output;2;;BST FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GN003§XM90§TRBL_AL;29372665;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GN003§§XM90;29372853;СОЕД к 10CBP01 $ CONN TO 10CBP01;1;;BST FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;227;-1;0;0;0;10CBP01GW001§200527§OUT;29372765;Binary Output;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GW001§200527§TRBL_AL;29372637;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;3;0;0;0;10CBP01GW001§200528§ZV88;29372778;ПИТАНИЕ CBP01 $ POWER SUPPLY CBP01;2;;DC CONV 1 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;227;-1;0;0;0;10CBP01GW001§200529§OUT;29372681;Binary Output;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GW001§200529§TRBL_AL;29372851;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GW001§XM09§TRBL_AL;29372615;Trouble  Alarm;1;;FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GW001§§XM09;29372679;ПИТАНИЕ CBP01 $ POWER SUPPLY CBP01;1;;ОТКЛ АВТ ПИТ $ MCB TRIP;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GW001§§ZV88;29373045;ПИТАНИЕ CBP01 $ POWER SUPPLY CBP01;1;;DC CONV 1 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GW001§§ZV89;29372870;ПИТАНИЕ CBP01 $ POWER SUPPLY CBP01;1;;DC CONV 2 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GW011§200518§TRBL_AL;29372760;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GW011§§XM53;29372767;ПИТАНИЕ 10CBP01 $ POWER SUPPLY 10CBP01;1;;220V FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;6;0;0;0;10CBP01GW012§200520§TRBL_AL;29372685;Trouble  Alarm;2;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;3;0;0;0;10CBP01GW012§200520§XM53;29372745;POWER SUPPLY 10CBP01;2;;220V FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GW012§XM53§TRBL_AL;29373043;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GW012§§XM53;29373044;ПИТАНИЕ 10CBP01 $ POWER SUPPLY 10CBP01;1;;220V FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GW021§XG03§TRBL_AL;29372863;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;3;0;0;0;10CBP01GW021§§XG03;29372729;SYNC CUB PWR SUP INFD 1;2;;220V FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GW021§§XG53;29373042;СИНХ ЯЧК ПИТАНИЕ ПИТ 1 $ SYNC CUB PWR SUP INFD 1;1;;220V FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GW022§XG03§TRBL_AL;29372808;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;3;0;0;0;10CBP01GW022§§XG03;29372693;SYNC CUB PWR SUP INFD 2;2;;220V FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GW022§§XG53;29373041;СИНХ ЯЧК ПИТАНИЕ ПИТ 2 $ SYNC CUB PWR SUP INFD 2;1;;220V FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CBP01GW023§XG03§TRBL_AL;29372836;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;11;3;0;0;0;10CBP01GW023§§XG03;29372875;SYNC CUB PWR SUP INFD 1+2;2;;220V FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CBP01GW023§§XG53;29373040;СИНХ ЯЧК ПИТАНИЕ ПИТ 1+2 $ SYNC CUB PWR SUP INFD 1+2;1;;220V FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;1;0;0;0;10CHA00EU001§§ZV01;29372793;ЗАЩ БЛ ПИТАНИЕ $ UNIT PROT PWR SUPPLY;1;;ОШ-КА $ FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CHA00EZ100§§XK93;29362822;ЗАЩ БЛ ГЕН $ GENERATOR UNIT PROT;1;;ОШ-КА $ FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;1;0;0;0;10CHA00EZ100§§XK96;29362817;ЗАЩ БЛ ГЕН $ GENERATOR UNIT PROT;1;;ОТКЛ $ TRIPPED;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;195;-1;0;0;0;10CHA00EZ100§§XK98;29362841;ЗАЩ БЛ ГЕН $ GENERATOR UNIT PROT;1;;РАЗРЕШ $ RELS;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CHA00EZ100§§XK99;29362835;ЗАЩ БЛ ГЕН $ GENERATOR UNIT PROT;1;;РАЗРЕШ ОШ-КА $ RELS FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CHA00GW011A§XG03§TRBL_AL;29372840;Trouble  Alarm;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CHA00GW011A§§XG03;29372784;ЗАЩ ЯЧК ПИТАНИЕ 1 $ PROT CUB PWR SUP 1;1;;ОШ-КА $ FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CHA00GW011B§XG03§TRBL_AL;29372740;Trouble  Alarm;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CHA00GW011B§§XG03;29372683;ЗАЩ ЯЧК ПИТАНИЕ 2 $ PROT CUB PWR SUP 2;1;;ОШ-КА $ FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CHA01EZ001§XG03§TRBL_AL;29372816;Trouble  Alarm;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CHA01EZ001§§XG03;29372644;ЗАЩ СИСТЕМ 1 $ PROTECTION SYSTEM 1;1;;ОШ-КА $ FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CHA02EZ001§XG03§TRBL_AL;29372883;Trouble  Alarm;1;;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;3;0;0;0;10CHA02EZ001§§XG03;29372623;ЗАЩ СИСТЕМ 2 $ PROTECTION SYSTEM 2;1;;ОШ-КА $ FAULT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;195;-1;0;0;0;10CHA02GN002§64625§OUT;29373374;Binary Output;1;;;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CHA02GN002§64625§TRBL_AL;29373375;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;195;6;0;0;0;10CHA02GN002§§XM90;29373373;СОЕД к 10CHA01 $ CONN TO 10CHA01;1;;OLM FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CHA02GN003§XM90§TRBL_AL;29372710;Trouble  Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CHA02GN003§§XM90;29372640;СОЕД к 10CBP01 $ CONN TO 10CBP01;1;;BST FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJA00DP100§XQ01§CF;29362576;Calculation Fault;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10CJA00DP100§XQ01§Q_AL;29363070;Quality Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJA00DP200§XQ01§CF;29360945;Calculation Fault;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10CJA00DP200§XQ01§Q_AL;29361217;Quality Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJA00DP300§XQ01§CF;29361870;Calculation Fault;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;-1;0;0;0;10CJA00DP300§XQ01§Q_AL;29362140;Quality Alarm;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJA01EV001§115331§TRBL_AL;29373204;Communication error;1;cleared;present;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;227;6;0;0;0;10CJJ11AA003§§XM41;29360508;ЦП ПТ AP1 $ CPU ST AP1;1;;ЦП0 ОШ-КА $ CPU0 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AA005§§XM42;29360469;ЦП ПТ AP1 $ CPU ST AP1;1;;ЦН0 ОШ-КА $ CP0 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AA005§§XM43;29360466;ЦП ПТ AP1 $ CPU ST AP1;1;;ЦН0 ШИН ОШ-КА $ CP0 BUS FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;1;227;6;0;0;0;10CJJ11AB003§§XM41;29360486;ЦП ПТ AP1 $ CPU ST AP1;1;;ЦП1 ОШ-КА $ CPU1 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AB003§§XM44;29360490;ЦП ПТ AP1 $ CPU ST AP1;1;ok;ЦП0 ШИН ОШ-КА $ CPU0 BUS FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AB005§§XM42;29360451;ЦП ПТ AP1 $ CPU ST AP1;1;;ЦН1 ОШ-КА $ CP1 FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AB005§§XM43;29360448;ЦП ПТ AP1 $ CPU ST AP1;1;;ЦН1 ШИН ОШ-КА $ CP1 BUS FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC003§§XM44;29360506;ЦП ПТ AP1 $ CPU ST AP1;1;ok;ЦП1 ШИН ОШ-КА $ CPU1 BUS FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM01;29363017;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;HW FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM02;29362078;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;CRIT FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM03;29362080;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;IN STOP;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM04;29362082;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;LS FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM05;29362085;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;COM FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM09;29362089;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;LS RESERV;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM10;29362103;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;AOP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM11;29362107;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;DOP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC021§§XM12;29362106;ПТ КНТР ADDFEM 1 ОШ-КА $ ST CTRL ADDFEM 1 FLT;1;;AIP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM01;29361250;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;HW FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM02;29361251;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;CRIT FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM03;29361248;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;IN STOP;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM04;29361249;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;LS FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM05;29361246;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;COM FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM09;29361253;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;LS RESERV;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM10;29361244;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;AOP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM11;29361243;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;DOP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC022§§XM12;29361231;ПТ КНТР ADDFEM 2 ОШ-КА $ ST CTRL ADDFEM 2 FLT;1;;AIP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM01;29360971;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;HW FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM02;29360973;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;CRIT FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM03;29360972;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;IN STOP;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM04;29360975;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;LS FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM05;29360974;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;COM FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM09;29360978;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;LS RESERV;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM10;29360969;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;AOP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM11;29361004;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;DOP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC023§§XM12;29361003;ПТ КНТР ADDFEM 3 ОШ-КА $ ST CTRL ADDFEM 3 FLT;1;;AIP FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC024§§XM01;29363035;ПТ КНТР ADDFEM 4 ОШ-КА $ ST CTRL ADDFEM 4 FLT;1;;HW FLT;0;0;0;
2025.10.28 00:00:00.000 GMT+00:00;0;227;6;0;0;0;10CJJ11AC024§§XM02;29363039;ПТ КНТР ADDFEM 4 ОШ-КА $ ST CTRL ADDFEM 4 FLT;1;;CRIT FLT;0;0;0;
