DATE;TIME;10LBA96CP901§§XQ01;10LBA96CP001§§XQ01;10LBA96CP003§§XQ01;10LBA96CP901§XQ01§CF;10LBA96CP001§XQ01§CF;10LBA96CP901§XQ01§TRBL_AL;10LBA96CP901§XQ01§Q_AL1;10LBA96CP901§XQ01§Q_AL2;10LBA96CP003§XQ01§CF;
03.01.2023;20:30:00,000;0,054615;0,055499;0,029116;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;21:00:00,000;0,056002;0,055839;0,028332;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;21:30:00,000;0,055998;0,056363;0,027902;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;22:00:00,000;0,056906;0,056062;0,028121;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;22:30:00,000;0,056378;0,057057;0,028694;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;23:00:00,000;0,056175;0,056674;0,028212;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;23:30:00,000;0,056062;0,056062;0,026223;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;00:00:00,000;0,056026;0,056026;0,027850;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;00:30:00,000;0,054615;0,054615;0,027805;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;01:00:00,000;0,055565;0,055565;0,028664;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;01:30:00,000;0,054667;0,054667;0,028393;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;02:00:00,000;0,083234;0,083234;0,050612;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;02:30:00,000;0,079825;0,079825;0,050838;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;03:00:00,000;0,080946;0,080946;0,054202;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;03:30:00,000;0,056804;0,056804;0,030495;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;04:00:00,000;0,027724;0,027724;-0,0012478;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;04:30:00,000;0,049329;0,049329;0,016366;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;05:00:00,000;0,058232;0,058232;0,030201;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;05:30:00,000;0,059840;0,059840;0,031346;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;06:00:00,000;0,062753;0,062753;0,035549;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;06:30:00,000;0,063537;0,063537;0,035204;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;07:00:00,000;0,058775;0,058775;0,034602;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;07:30:00,000;0,059606;0,059606;0,031901;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;08:00:00,000;0,059021;0,059021;0,032070;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;08:30:00,000;0,066241;0,066241;0,039730;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
