DATE;TIME;10MAC10CT072A§§XQ01;10MAC10CT073A§§XQ01;10MAC10CT013A§§XQ01;10MAC10CT012A§§XQ01;10MAC10CT011A§§XQ01;10MAC10CT071A§§XQ01;10MAC11CT001A§§XQ01;10MAC10CT071A§XQ01§CF;10MAC10CT012A§XQ01§CF;10MAC10CT013A§XQ01§CF;10MAC10CT011A§XQ01§CF;10MAC10CT072A§XQ01§CF;10MAC10CT073A§XQ01§CF;10MAC11CT001A§XQ01§CF;
01.01.2023;00:00:00,000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;00:30:00,000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;01:00:00,000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;01:30:00,000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;02:00:00,000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;02:30:00,000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;03:00:00,000;30,891;30,799;70,700;70,700;77,400;30,848;218,30;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;03:30:00,000;30,486;30,301;71,740;71,986;78,813;30,418;216,17;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;04:00:00,000;29,864;29,665;72,533;71,193;76,469;29,757;212,38;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;04:30:00,000;29,488;29,318;70,725;69,725;74,100;29,558;209,16;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;05:00:00,000;29,524;29,407;71,360;70,671;76,630;29,464;206,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;05:30:00,000;29,562;29,453;73,129;73,357;80,775;29,508;202,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;06:00:00,000;29,529;29,453;75,183;75,529;83,433;29,491;199,72;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;06:30:00,000;29,556;29,453;77,033;77,386;85,217;29,516;197,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;07:00:00,000;29,567;29,405;78,617;79,040;86,850;29,478;195,44;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;07:30:00,000;29,486;29,386;80,100;80,400;88,175;29,439;192,80;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;08:00:00,000;29,437;29,365;81,125;81,680;89,125;29,464;190,78;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;08:30:00,000;29,513;29,394;82,125;82,733;89,967;29,464;189,25;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;09:00:00,000;29,394;29,293;82,850;83,350;90,600;29,399;187,25;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;09:30:00,000;29,318;29,166;83,600;83,950;91,100;29,307;185,50;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;10:00:00,000;29,139;29,090;83,950;84,450;91,450;29,151;183,95;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;10:30:00,000;29,109;29,033;84,300;84,833;91,650;29,028;182,47;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;11:00:00,000;29,079;29,003;84,800;85,250;91,900;29,066;181,03;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;11:30:00,000;28,992;29,001;85,475;85,900;91,567;28,826;179,27;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;12:00:00,000;32,139;32,129;86,400;86,825;92,200;31,907;177,43;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;12:30:00,000;36,507;36,280;87,320;87,875;92,700;36,493;176,17;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;13:00:00,000;41,779;41,430;88,425;89,050;93,350;42,403;175,05;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;13:30:00,000;47,726;47,233;89,580;90,100;94,320;48,865;173,85;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;14:00:00,000;54,154;53,277;90,725;91,280;95,550;55,108;172,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;14:30:00,000;60,457;59,506;91,800;92,500;96,700;61,231;171,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;15:00:00,000;66,117;65,159;93,150;93,760;97,775;66,615;170,90;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;15:30:00,000;71,233;70,425;94,500;95,025;98,980;71,474;170,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;16:00:00,000;75,548;74,924;95,720;96,260;100,28;75,964;169,20;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;16:30:00,000;79,509;78,944;97,080;97,550;101,48;79,838;168,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;17:00:00,000;83,025;82,421;98,480;98,814;102,56;83,198;167,85;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;17:30:00,000;86,119;85,509;99,760;100,28;103,66;86,277;167,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;18:00:00,000;88,792;88,211;100,85;101,40;104,76;88,864;166,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;18:30:00,000;78,680;78,223;101,70;102,20;105,47;77,721;165,90;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;19:00:00,000;76,144;75,443;102,25;102,85;106,10;75,842;165,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;19:30:00,000;78,587;77,428;103,10;103,75;106,90;79,084;164,85;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;20:00:00,000;81,042;79,718;104,08;104,70;107,88;81,787;164,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;20:30:00,000;83,632;82,287;105,00;105,62;108,78;84,314;163,95;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;21:00:00,000;86,101;84,939;105,94;106,67;109,70;86,759;163,35;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;21:30:00,000;88,834;87,635;106,88;107,43;110,68;89,291;162,75;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;22:00:00,000;77,541;77,134;107,30;107,70;110,80;77,213;162,25;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;22:30:00,000;76,622;75,673;107,60;108,13;111,30;76,950;161,80;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;23:00:00,000;79,631;78,378;108,23;108,65;111,77;80,246;161,25;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
01.01.2023;23:30:00,000;82,324;81,195;108,90;109,23;112,25;82,962;160,65;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;00:00:00,000;85,080;83,829;109,43;109,80;112,83;85,838;160,20;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;00:30:00,000;87,665;86,405;109,87;110,33;113,25;88,481;159,75;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;01:00:00,000;77,933;77,488;110,27;110,73;113,63;77,005;159,15;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;01:30:00,000;71,652;71,167;110,30;110,70;113,80;70,776;158,55;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;02:00:00,000;76,595;75,545;110,60;111,13;114,20;76,729;157,95;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;02:30:00,000;80,293;79,141;111,00;111,60;114,50;80,673;157,50;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;03:00:00,000;83,722;82,812;111,58;112,10;115,00;84,257;157,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;03:30:00,000;86,793;86,049;112,10;112,58;115,47;87,318;156,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;04:00:00,000;70,906;71,647;112,43;112,90;115,80;68,814;155,85;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;04:30:00,000;62,278;63,663;112,40;112,75;115,85;59,521;155,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;05:00:00,000;71,982;72,042;112,70;113,03;116,10;71,332;154,95;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;05:30:00,000;78,011;77,563;112,90;113,40;116,30;77,716;154,35;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;06:00:00,000;82,739;82,188;113,20;113,75;116,60;82,598;153,85;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;06:30:00,000;86,661;86,033;113,60;114,10;116,80;86,684;153,30;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;07:00:00,000;69,872;70,268;113,65;114,20;116,80;67,879;152,80;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;07:30:00,000;58,712;59,881;113,50;114,00;116,70;56,012;152,25;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;08:00:00,000;70,531;70,838;113,60;113,95;116,60;69,538;151,75;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;08:30:00,000;77,271;77,115;113,75;114,10;116,75;76,776;151,15;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;09:00:00,000;82,365;82,070;113,95;114,40;117,00;82,132;150,60;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;09:30:00,000;86,475;86,017;114,25;114,70;117,20;86,436;149,85;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;10:00:00,000;74,544;74,157;114,40;114,80;117,40;74,462;149,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;10:30:00,000;65,828;65,420;114,00;114,30;117,10;64,937;148,95;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;11:00:00,000;74,924;74,321;113,90;114,33;117,30;74,704;148,35;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;11:30:00,000;79,798;79,170;114,10;114,70;117,60;79,777;147,75;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;12:00:00,000;83,895;83,368;114,40;115,00;117,85;83,863;147,15;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;12:30:00,000;87,395;87,028;114,65;115,25;118,15;87,250;146,55;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;13:00:00,000;70,794;71,121;114,53;115,10;117,73;69,692;146,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;13:30:00,000;67,003;68,247;114,05;114,47;117,15;64,972;145,65;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;14:00:00,000;75,277;75,565;114,00;114,47;117,25;74,311;145,05;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;14:30:00,000;80,401;80,220;114,20;114,70;117,45;79,878;144,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;15:00:00,000;84,665;84,350;114,30;114,80;117,65;84,329;143,87;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;15:30:00,000;88,141;87,864;114,45;114,95;117,85;87,957;143,30;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;16:00:00,000;60,945;62,222;114,20;114,60;117,45;60,118;142,90;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;16:30:00,000;60,696;62,583;113,90;114,25;117,00;58,150;142,35;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;17:00:00,000;71,184;72,046;113,80;114,30;117,30;69,888;141,90;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;17:30:00,000;77,656;78,015;113,90;114,40;117,40;77,007;141,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;18:00:00,000;82,955;82,981;114,00;114,50;117,55;82,383;140,95;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;18:30:00,000;87,285;86,977;114,20;114,70;117,70;86,782;140,50;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;19:00:00,000;61,457;60,948;114,15;114,63;117,60;61,900;140,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;19:30:00,000;52,471;53,894;113,80;114,30;117,25;51,035;139,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;20:00:00,000;67,300;68,041;113,80;114,25;117,40;66,541;139,20;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;20:30:00,000;75,654;75,894;113,80;114,30;117,40;75,211;138,80;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;21:00:00,000;81,778;81,674;113,90;114,43;117,55;81,408;138,25;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;21:30:00,000;86,488;86,051;114,00;114,25;117,40;86,351;137,80;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;22:00:00,000;63,627;62,835;113,93;114,40;117,50;63,527;137,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;22:30:00,000;49,146;49,115;113,70;114,00;117,30;49,269;137,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;23:00:00,000;63,863;63,442;113,55;113,85;117,20;64,026;136,55;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
02.01.2023;23:30:00,000;72,647;72,000;113,55;113,90;117,10;72,852;136,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;00:00:00,000;79,097;78,661;113,60;113,90;117,00;79,168;135,80;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;00:30:00,000;84,296;84,000;113,60;113,95;117,00;84,316;135,35;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;01:00:00,000;88,497;88,191;113,65;114,00;116,90;88,283;135,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;01:30:00,000;57,122;56,343;113,30;113,70;116,60;57,612;134,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;02:00:00,000;51,803;52,736;113,00;113,50;116,35;51,246;134,15;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;02:30:00,000;64,084;64,012;113,00;113,35;116,15;63,864;133,80;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;03:00:00,000;72,484;71,736;112,90;113,33;116,10;72,753;133,60;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;03:30:00,000;77,843;76,996;113,00;113,45;116,00;78,450;133,30;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;04:00:00,000;82,194;80,962;112,95;113,40;115,90;82,842;132,80;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;04:30:00,000;85,579;84,193;113,10;113,50;115,95;86,209;132,50;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;05:00:00,000;88,350;86,902;113,25;113,67;116,00;88,950;132,20;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;05:30:00,000;62,833;61,107;113,30;113,60;116,40;63,655;131,90;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;06:00:00,000;61,909;61,396;113,30;113,50;116,55;62,715;131,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;06:30:00,000;72,968;72,363;113,25;113,60;116,55;73,564;131,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;07:00:00,000;80,049;79,366;113,40;113,55;116,60;80,474;131,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;07:30:00,000;85,317;84,621;113,40;113,70;116,60;85,580;130,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;08:00:00,000;66,429;64,522;113,40;113,70;116,40;68,203;130,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;08:30:00,000;46,906;44,658;113,20;113,45;116,30;49,219;130,05;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;09:00:00,000;65,332;63,870;113,00;113,30;116,20;66,992;129,60;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;09:30:00,000;74,873;73,939;112,87;113,15;116,10;75,811;129,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;10:00:00,000;81,376;80,595;112,85;113,10;116,00;81,943;129,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;10:30:00,000;86,354;85,689;112,80;113,05;116,00;86,531;128,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;11:00:00,000;62,280;60,709;112,50;112,95;115,75;63,531;128,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;11:30:00,000;46,595;45,309;112,25;112,60;115,40;48,219;128,05;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;12:00:00,000;63,239;62,317;112,00;112,30;115,20;64,692;127,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;12:30:00,000;73,021;72,200;111,90;112,20;115,10;73,901;127,30;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;13:00:00,000;79,878;79,166;111,73;112,05;114,95;80,353;126,95;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;13:30:00,000;84,724;84,144;111,70;112,00;114,85;85,098;126,60;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;14:00:00,000;88,417;87,891;111,65;111,95;114,90;88,595;126,30;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;14:30:00,000;57,087;56,374;111,37;111,70;114,65;57,553;125,90;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;15:00:00,000;53,953;52,994;111,10;111,45;114,35;54,620;125,50;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;15:30:00,000;66,105;65,430;110,95;111,20;114,10;66,808;125,20;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;16:00:00,000;73,955;73,616;110,80;111,00;114,10;74,567;124,90;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;16:30:00,000;79,637;79,220;110,65;110,90;113,90;79,962;124,50;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;17:00:00,000;83,860;83,426;110,60;110,80;113,80;83,964;124,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;17:30:00,000;87,194;86,725;110,60;110,85;113,80;87,073;123,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;18:00:00,000;68,402;66,665;110,40;110,77;113,70;70,201;123,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;18:30:00,000;46,639;45,253;110,17;110,35;113,20;48,068;123,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;19:00:00,000;64,676;63,846;109,80;110,10;113,10;65,388;122,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;19:30:00,000;72,741;71,963;109,70;109,90;112,80;73,188;122,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;20:00:00,000;78,244;77,350;109,60;109,70;112,60;78,455;122,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;20:30:00,000;82,492;81,883;109,43;109,60;112,50;82,494;121,60;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;21:00:00,000;86,024;85,769;109,40;109,43;112,50;85,878;121,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;21:30:00,000;88,430;87,649;109,30;109,50;112,40;88,584;121,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;22:00:00,000;56,590;54,404;109,05;109,05;112,15;59,095;120,90;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;22:30:00,000;63,417;62,086;108,80;108,95;111,95;64,600;120,65;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;23:00:00,000;72,707;71,801;108,55;108,70;111,75;73,403;120,30;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
03.01.2023;23:30:00,000;78,889;78,271;108,43;108,60;111,55;79,146;120,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;00:00:00,000;83,775;83,306;108,25;108,45;111,40;83,635;119,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;00:30:00,000;87,511;87,333;108,10;108,40;111,40;87,328;119,60;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;01:00:00,000;63,850;60,960;108,00;108,07;111,00;67,849;119,40;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;01:30:00,000;62,603;60,240;107,75;107,80;110,80;64,684;119,10;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;02:00:00,000;73,595;72,253;107,45;107,60;110,65;74,684;119,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;02:30:00,000;79,957;79,057;107,25;107,45;110,50;80,398;118,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;03:00:00,000;84,631;84,175;107,10;107,33;110,33;84,793;118,50;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;03:30:00,000;88,178;87,924;107,10;107,30;110,25;88,112;118,50;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;04:00:00,000;64,608;60,296;106,70;106,80;109,93;67,883;118,30;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;04:30:00,000;64,951;62,756;106,40;106,50;109,60;67,082;118,20;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;05:00:00,000;74,234;72,883;106,20;106,40;109,40;75,415;118,00;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;05:30:00,000;79,950;79,117;106,05;106,23;109,25;80,474;117,70;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;06:00:00,000;84,160;83,870;105,90;106,10;109,10;84,172;117,60;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;06:30:00,000;87,519;87,342;105,80;106,10;109,00;87,368;117,45;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
