DATE;TIME;10MAC11CP002§§XQ01;10MAC11CP003§§XQ01;10MAC11CP001§§XQ01;10MAC11CP001§XQ01§CF;10MAC11CP002§XQ01§CF;10MAC11CP003§XQ01§CF;
04.01.2023;19:00:00,000;0,43148;0,40508;0,40186;0,00000000;0,00000000;0,00000000;
04.01.2023;19:30:00,000;0,43145;0,40400;0,40224;0,00000000;0,00000000;0,00000000;
04.01.2023;20:00:00,000;0,43393;0,40653;0,40255;0,00000000;0,00000000;0,00000000;
04.01.2023;20:30:00,000;0,43165;0,40449;0,40210;0,00000000;0,00000000;0,00000000;
04.01.2023;21:00:00,000;0,43228;0,40450;0,40228;0,00000000;0,00000000;0,00000000;
04.01.2023;21:30:00,000;0,43167;0,40430;0,40215;0,00000000;0,00000000;0,00000000;
04.01.2023;22:00:00,000;0,43239;0,40460;0,40167;0,00000000;0,00000000;0,00000000;
04.01.2023;22:30:00,000;0,43076;0,40414;0,40202;0,00000000;0,00000000;0,00000000;
04.01.2023;23:00:00,000;0,43018;0,40343;0,40183;0,00000000;0,00000000;0,00000000;
04.01.2023;23:30:00,000;0,43096;0,40367;0,40183;0,00000000;0,00000000;0,00000000;
05.01.2023;00:00:00,000;0,43022;0,40341;0,40183;0,00000000;0,00000000;0,00000000;
05.01.2023;00:30:00,000;0,43004;0,40345;0,40214;0,00000000;0,00000000;0,00000000;
05.01.2023;01:00:00,000;0,43362;0,40772;0,40594;0,00000000;0,00000000;0,00000000;
05.01.2023;01:30:00,000;0,44657;0,42136;0,41940;0,00000000;0,00000000;0,00000000;
05.01.2023;02:00:00,000;0,45550;0,42850;0,42678;0,00000000;0,00000000;0,00000000;
05.01.2023;02:30:00,000;0,45270;0,42662;0,42482;0,00000000;0,00000000;0,00000000;
05.01.2023;03:00:00,000;0,44465;0,41783;0,41651;0,00000000;0,00000000;0,00000000;
05.01.2023;03:30:00,000;0,44098;0,41391;0,41280;0,00000000;0,00000000;0,00000000;
05.01.2023;04:00:00,000;0,43848;0,41147;0,40865;0,00000000;0,00000000;0,00000000;
05.01.2023;04:30:00,000;0,43610;0,40761;0,40698;0,00000000;0,00000000;0,00000000;
05.01.2023;05:00:00,000;0,43433;0,40752;0,40571;0,00000000;0,00000000;0,00000000;
05.01.2023;05:30:00,000;0,43465;0,40701;0,40562;0,00000000;0,00000000;0,00000000;
05.01.2023;06:00:00,000;0,43189;0,40495;0,40325;0,00000000;0,00000000;0,00000000;
05.01.2023;06:30:00,000;0,43175;0,40562;0,40402;0,00000000;0,00000000;0,00000000;
05.01.2023;07:00:00,000;0,43067;0,40392;0,40360;0,00000000;0,00000000;0,00000000;
05.01.2023;07:30:00,000;0,43096;0,40357;0,40208;0,00000000;0,00000000;0,00000000;
05.01.2023;08:00:00,000;0,42950;0,40345;0,40192;0,00000000;0,00000000;0,00000000;
05.01.2023;08:30:00,000;0,42931;0,40248;0,40140;0,00000000;0,00000000;0,00000000;
05.01.2023;09:00:00,000;0,42935;0,40255;0,40162;0,00000000;0,00000000;0,00000000;
05.01.2023;09:30:00,000;0,42980;0,40359;0,40140;0,00000000;0,00000000;0,00000000;
05.01.2023;10:00:00,000;0,42922;0,40282;0,40157;0,00000000;0,00000000;0,00000000;
05.01.2023;10:30:00,000;0,42937;0,40207;0,40083;0,00000000;0,00000000;0,00000000;
05.01.2023;11:00:00,000;0,42877;0,40219;0,40060;0,00000000;0,00000000;0,00000000;
05.01.2023;11:30:00,000;0,42799;0,40190;0,40029;0,00000000;0,00000000;0,00000000;
