Timestamp;Value;Quality;Tagname;TagId;Description;Engineering Unit;Project Status;Range Low;Range High;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA20CT010§§XQ01;28312617;Т ТС ЩЕЛ #10 $ T SLOT EMBEDDED RTD #10;°C;2;0.0;150.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA20CT011§§XQ01;28312615;Т ТС ЩЕЛ #11 $ T SLOT EMBEDDED RTD #11;°C;2;0.0;150.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA20CT012§§XQ01;28312623;Т ТС ЩЕЛ #12 $ T SLOT EMBEDDED RTD #12;°C;2;0.0;150.0;
2025.10.28 00:00:00.000 GMT+00:00;33.0;195;10MKA70CT901A§§ZQ01;28312657;МАКС Т ХОЛ ВОЗД ГЕН $ MAX T COLD GAS GEN;°C;1;-30.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;33.0;195;10MKA70CT901§§ZQ02;28312596;МАКС Т ХОЛ ВОЗД ГЕН $ MAX T COLD AIR GEN;°C;1;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA71CT011A§§XQ01;28312603;Т ХВ за ОХЛ КТ $ T CA D/STR CLR TE;°C;2;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA71CT011B§§XQ01;28312607;Т ХВ за ОХЛ КТ $ T CA D/STR CLR TE;°C;2;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA71CT012A§§XQ01;28312616;Т ХВ за ОХЛ КТ $ T CA D/STR CLR TE;°C;2;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;31.699997;195;10MKA71CT901§§ZQ01;28312619;Т ХВ за ОХЛ КТ $ T CA D/STR CLR TE;°C;1;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA73CT011A§§XQ01;28312594;Т ХВ за ОХЛ КВБ $ T CA D/STR CLR EE;°C;2;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA73CT011B§§XQ01;28312606;Т ХВ за ОХЛ КВБ $ T CA D/STR CLR EE;°C;2;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA73CT012A§§XQ01;28312598;Т ХВ за ОХЛ КВБ $ T CA D/STR CLR EE;°C;2;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;33.0;195;10MKA73CT901§§ZQ01;28312611;Т ХВ за ОХЛ КВБ $ T CA D/STR CLR EE;°C;1;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKA76CT011§§XQ01;28312618;Т ГОР ВОЗД перед ОХЛ A-B $ T HOT AIR AHD CLR A-B;°C;2;-25.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;390.17288;195;10MKC01DE500A§§ZQ01HW;28312626;ТОК ВОЗБ КАН 1 $ EXC CURRENT CAN 1;A;1;0.0;2500.0;
2025.10.28 00:00:00.000 GMT+00:00;94.03528;195;10MKC01DE501§§XQ01;28312629;НАПР ВОЗБ $ EXC VOLTAGE;V;1;-787.4;831.0;
2025.10.28 00:00:00.000 GMT+00:00;-47.226074;195;10MKC01DE502§§XQ01;28312656;РЕАК МОЩН $ REACTIVE POWER;MVAr;1;-56.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;-0.28796387;195;10MKC01DE502§§ZQ01;28312645;РЕАК МОЩН $ REACTIVE POWER;;1;-0.6;0.9;
2025.10.28 00:00:00.000 GMT+00:00;-0.87908936;195;10MKC01DE503§§XQ01;28312649;КОЭФ МОЩН $ POWER FACTOR;%;1;-1.0;1.0;
2025.10.28 00:00:00.000 GMT+00:00;0.8709717;195;10MKC01DE503§§ZQ01;28312643;КОЭФ МОЩН $ POWER FACTOR;;1;0.0;1.0;
2025.10.28 00:00:00.000 GMT+00:00;15.55101;195;10MKC01DE504§§XQ01;28312651;НАПР ГЕН $ GEN VOLTAGE;kV;1;0.0;20.48;
2025.10.28 00:00:00.000 GMT+00:00;38.671875;195;10MKC01DE505§§XQ01;28312632;УСТ ТОК ВОЗБ АКТ $ EXC CURRENT STEP ACT;%;1;0.0;110.0;
2025.10.28 00:00:00.000 GMT+00:00;98.52905;195;10MKC01DE506§§XQ01;28312628;УСТ НАПР ГЕН АКТ $ GEN VOLT SETP ACT;%;1;90.0;110.0;
2025.10.28 00:00:00.000 GMT+00:00;127.89307;195;10MKC01DE508§§XQ01;28312631;ТЕМП РОТОРА $ ROTOR TEMPERATURE;ºC;1;0.0;200.0;
2025.10.28 00:00:00.000 GMT+00:00;-45.003906;195;10MKC01DE509§§XQ01;28312647;УСТ РЕАК МОЩН $ REACT POWER SETPOINT;MVAr;1;-65.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;38.671875;195;10MKC01DE600§§XQ01;28312639;УСТ ТОК ВОЗБ $ EXC CUR SETP;%;1;0.0;110.0;
2025.10.28 00:00:00.000 GMT+00:00;98.6084;195;10MKC01DE601§§XQ01;28312653;УСТ НАПР ГЕН $ GEN VOLT SETP;%;1;90.0;107.5;
2025.10.28 00:00:00.000 GMT+00:00;-45.0;195;10MKC01DE603§§XQ01;28312655;УСТ РЕАК МОЩН $ REACT POWER SETPOINT;MVAr;1;-65.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;390.2633;195;10MKC01EU001§§XQ01;28312608;МАКС ТОК ВОЗБУЖДЕНИЕ $ MAX EXCITATION CUR;A;1;0.0;2500.0;
2025.10.28 00:00:00.000 GMT+00:00;83.80002;195;10MKD10CT010A§§XQ01;28312743;Т ПОДШ ГЕН КТ $ T GEN BRG TE;°C;1;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;83.70001;195;10MKD10CT010B§§XQ01;28312744;Т ПОДШ ГЕН КТ $ T GEN BRG TE;°C;1;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;83.70001;195;10MKD10CT010C§§XQ01;28312745;Т ПОДШ ГЕН КТ $ T GEN BRG TE;°C;1;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKD11CT017A§§XQ01;28312599;Т ПОДШ ГЕН КТ $ T GEN BRG TE;°C;2;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKD11CT017B§§XQ01;28312601;Т ПОДШ ГЕН КТ $ T GEN BRG TE;°C;2;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKD11CT017C§§XQ01;28312609;Т ПОДШ ГЕН КТ $ T GEN BRG TE;°C;2;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;1.5060763;195;10MKD11CY021§§XQ01;28312624;АБС ВИБ ПОДШ ГЕН КТ $ VIB ABS GEN BRG TE;mm/s;1;0.0;20.0;
2025.10.28 00:00:00.000 GMT+00:00;1.4626735;195;10MKD11CY022§§XQ01;28312597;АБС ВИБ ПОДШ ГЕН КТ $ VIB ABS GEN BRG TE;mm/s;1;0.0;20.0;
2025.10.28 00:00:00.000 GMT+00:00;37.29022;195;10MKD11CY041§§XQ01;28312610;ОТН ВИБ ВАЛ КТ X $ VIB REL SHAFT TE X;µm pk-pk;1;0.0;500.0;
2025.10.28 00:00:00.000 GMT+00:00;16.294127;195;10MKD11CY042§§XQ01;28312592;ОТН ВИБ ВАЛ КТ Y $ VIB REL SHAFT TE Y;µm pk-pk;1;0.0;500.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKD12CT017A§§XQ01;28312613;Т ПОДШ ГЕН КВБ $ T GEN BRG EE;°C;2;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKD12CT017B§§XQ01;28312605;Т ПОДШ ГЕН КВБ $ T GEN BRG EE;°C;2;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MKD12CT017C§§XQ01;28312621;Т ПОДШ ГЕН КВБ $ T GEN BRG EE;°C;2;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.865162;195;10MKD12CY021§§XQ01;28312604;АБС ВИБ ПОДШ ГЕН КВБ $ VIB ABS GEN BRG EE;mm/s;1;0.0;20.0;
2025.10.28 00:00:00.000 GMT+00:00;0.8412905;195;10MKD12CY022§§XQ01;28312625;АБС ВИБ ПОДШ ГЕН КВБ $ VIB ABS GEN BRG EE;mm/s;1;0.0;20.0;
2025.10.28 00:00:00.000 GMT+00:00;16.02286;195;10MKD12CY041§§XQ01;28312600;ОТН ВИБ ВАЛ КВБ X $ VIB REL SHAFT EE X;µm pk-pk;1;0.0;500.0;
2025.10.28 00:00:00.000 GMT+00:00;13.147425;195;10MKD12CY042§§XQ01;28312590;ОТН ВИБ ВАЛ КВБ Y $ VIB REL SHAFT EE Y;µm pk-pk;1;0.0;500.0;
2025.10.28 00:00:00.000 GMT+00:00;77.899994;195;10MKD20CT010A§§XQ01;28312746;Т ПОДШ ГЕН КВБ $ T GEN BRG EE;°C;1;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;78.20001;195;10MKD20CT010B§§XQ01;28312747;Т ПОДШ ГЕН КВБ $ T GEN BRG EE;°C;1;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;78.20001;195;10MKD20CT010C§§XQ01;28312748;Т ПОДШ ГЕН КВБ $ T GEN BRG EE;°C;1;0.0;120.0;
2025.10.28 00:00:00.000 GMT+00:00;0.32027632;195;10MKY01CE001A§§XQ01;28312635;НАПР СЕТИ СИНХ ПРР БЛОКА $ SYNC UNIT CB LINE VOLT;kV;1;210.0;250.0;
2025.10.28 00:00:00.000 GMT+00:00;0.11895978;195;10MKY01CE001B§§XQ01;28312634;НАПР ГЕН СИНХ ПРР БЛОКА $ SYNC UNIT CB GEN VOLT;kV;1;210.0;250.0;
2025.10.28 00:00:00.000 GMT+00:00;-0.21961802;195;10MKY01CE001C§§XQ01;28312802;РАЗН НАПР СИНХ ПРР БЛОКА $ SYNC UNIT CB VOLT DELTA;kV;1;-50.0;50.0;
2025.10.28 00:00:00.000 GMT+00:00;45.00904;195;10MKY01CE005A§§XQ01;28312638;ЧАСТ СЕТИ СИНХ ПРР БЛОКА $ SYNC UNIT CB LINE FREQ;Hz;1;45.0;55.0;
2025.10.28 00:00:00.000 GMT+00:00;44.999275;195;10MKY01CE005B§§XQ01;28312636;ЧАСТ ГЕН СИНХ ПРР БЛОКА $ SYNC UNIT CB GEN FREQ;Hz;1;45.0;55.0;
2025.10.28 00:00:00.000 GMT+00:00;-0.009765625;195;10MKY01CE005C§§XQ01;28312803;РАЗН НАПР СИНХ ПРР БЛОКА $ SYNC UNIT CB VOLT DELTA;Hz;1;-50.0;50.0;
2025.10.28 00:00:00.000 GMT+00:00;-179.96094;195;10MKY01CE006§§XQ01;28312633;ФАЗ УГОЛ СИНХ ПРР БЛОКА $ SYNC UNIT CB PHASE ANGLE;°;1;-180.0;180.0;
2025.10.28 00:00:00.000 GMT+00:00;49.996326;195;10MYA01CS011A§§XQ01;28311565;ПТ СКОР $ ST SPD;s-1;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;49.938457;195;10MYA01CS012A§§XQ01;28311688;ПТ СКОР $ ST SPD;s-1;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;49.9292;195;10MYA01CS013A§§XQ01;28311650;ПТ СКОР $ ST SPD;s-1;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MYA01CS901§10MYA01CS901_30_18_in§OUT;28312757;Value from the telegram;;2;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MYA01CS901§1XQ01§OUT;28312764;Output Value;s-1;2;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MYA01CS901§§SPEED HD;28312765;СКОР ДЕЙСТВ ВЕЛ $ SPD ACT VAL;s-1;2;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;49.98297;195;10MYA01CS901§§XQ01;28311752;СКОР ДЕЙСТВ ВЕЛ $ SPD ACT VAL;s-1;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;50.015663;195;10MYA01CS901§§XQ01HW;28311635;СКОР ДЕЙСТВ ВЕЛ $ SPD ACT VAL;s-1;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;227;10MYA01DG010§XQ51§OUT;28311696;Output value;;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;100.0;195;10MYA01DG010§§XQ01;28311845;УСТ ПРИЕМ $ ADMN SETP;%;1;-50.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;100.0;195;10MYA01DG010§§XQ02;28311829;ADMN SETP DYD;%;1;-50.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;100.0;195;10MYA01DG010§§XQ52;28311759;УСТ ПРИЕМ $ ADMN SETP;%;1;-50.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;10.0;195;10MYA01DG011§§XQ01;28311642;УСТ ПРИЕМ ГРД-Т $ ADMN SETP GRAD;%/min;1;0.0;10.0;
2025.10.28 00:00:00.000 GMT+00:00;10.0;195;10MYA01DG011§§XQ02;28311643;ADMN SETP GRAD DYD;%/min;1;0.0;10.0;
2025.10.28 00:00:00.000 GMT+00:00;10.0;195;10MYA01DG011§§XQ52;28311690;УСТ ПРИЕМ ГРД-Т $ ADMN SETP GRAD;;1;0.0;10.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;11;10MYA01DG020§XQ11§XQ01;28312804;РЕГ ПУСК ПРИБОР $ STARTUP DEVICE;%;2;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;100.0;195;10MYA01DG020§§XQ01;28311815;ПУСК ПРИБОР $ STARTUP DEVICE;%;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;125.0;195;10MYA01DG020§§XQ11;28312805;РЕГ ПУСК ПРИБОР $ STARTUP DEVICE;%;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;79.00462;195;10MYA01DP010§§XQ01;28311811;ВД УСТ ДАВ $ HP PRES SETP;bar;1;0.0;160.0;
